
Time Index
 ==================== 
Time Index,Unit,Category,Time,ID,
1,,Surface,1,279,
1,,Surface,1,281,
1,,Surface,1,282,
1,,Surface,1,284,
1,,Surface,1,285,
1,,Surface,1,291,
1,,Surface,1,293,
1,,Surface,1,295,
1,,Surface,1,297,
1,,Surface,1,300,
1,,Surface,1,302,
1,,Surface,1,303,
1,,Surface,1,309,
1,,Surface,1,310,
1,,Surface,1,316,
1,,Surface,1,317,
1,,Surface,1,324,
1,,Surface,1,325,
1,,Surface,1,330,
1,,Surface,1,331,
1,,Surface,1,334,
1,,Surface,1,335,
1,,Surface,1,336,
1,,Surface,1,337,
1,,Surface,1,338,
1,,Surface,1,339,
1,,Surface,1,340,
1,,Surface,1,341,
1,,Surface,1,342,
1,,Surface,1,343,
1,,Surface,1,344,
1,,Surface,1,347,
1,,Surface,1,348,
1,,Surface,1,349,
1,,Surface,1,351,
1,,Surface,1,355,
1,,Surface,1,356,
1,,Surface,1,361,
1,,Surface,1,362,
1,,Surface,1,363,
1,,Surface,1,364,
1,,Surface,1,365,
1,,Surface,1,369,
1,,Surface,1,371,
1,,Surface,1,372,
1,,Surface,1,373,
1,,Surface,1,374,
1,,Surface,1,376,
1,,Surface,1,378,
1,,Surface,1,379,
1,,Surface,1,381,
1,,Surface,1,383,
1,,Surface,1,385,
1,,Surface,1,386,
1,,Surface,1,388,
1,,Surface,1,389,
1,,Surface,1,390,
1,,Surface,1,393,
1,,Surface,1,396,
1,,Surface,1,397,
1,,Surface,1,398,
1,,Surface,1,399,
1,,Surface,1,400,
1,,Surface,1,401,
1,,Surface,1,402,
1,,Surface,1,405,
1,,Surface,1,406,
1,,Surface,1,413,
1,,Surface,1,420,
1,,Surface,1,421,
1,,Surface,1,426,
1,,Surface,1,427,
1,,Surface,1,428,
1,,Surface,1,437,
1,,Surface,1,442,
1,,Surface,1,443,
1,,Surface,1,445,
1,,Surface,1,447,
1,,Surface,1,448,
1,,Surface,1,449,
1,,Surface,1,453,
1,,Surface,1,457,
1,,Surface,1,458,
1,,Surface,1,459,
1,,Surface,1,462,
1,,Surface,1,465,
1,,Surface,1,469,
1,,Surface,1,473,
1,,Surface,1,476,
1,,Surface,1,478,
1,,Surface,1,480,
1,,Surface,1,487,
1,,Surface,1,488,
1,,Surface,1,489,
1,,Surface,1,492,
1,,Surface,1,494,
1,,Surface,1,495,
1,,Surface,1,497,
1,,Surface,1,498,
1,,Surface,1,503,
1,,Surface,1,504,
1,,Surface,1,506,
1,,Surface,1,509,
1,,Surface,1,510,
1,,Surface,1,511,
1,,Surface,1,512,
1,,Surface,1,514,
1,,Surface,1,515,
1,,Surface,1,516,
1,,Surface,1,520,
1,,Surface,1,521,
1,,Surface,1,523,
1,,Surface,1,524,
1,,Surface,1,525,
1,,Surface,1,526,
1,,Surface,1,527,
1,,Surface,1,528,
1,,Surface,1,533,
1,,Surface,1,534,
1,,Surface,1,535,
1,,Surface,1,536,
1,,Surface,1,538,
1,,Surface,1,539,
1,,Surface,1,540,
1,,Surface,1,541,
1,,Surface,1,542,
1,,Surface,1,545,
1,,Surface,1,546,
1,,Surface,1,548,
1,,Surface,1,551,
1,,Surface,1,552,
1,,Surface,1,554,
1,,Surface,1,556,
1,,Surface,1,561,
1,,Surface,1,562,
1,,Surface,1,563,
1,,Surface,1,565,
1,,Surface,1,567,
1,,Surface,1,568,
1,,Surface,1,570,
1,,Surface,1,572,
1,,Surface,1,573,
1,,Surface,1,574,
1,,Surface,1,576,
1,,Surface,1,580,
1,,Surface,1,581,
1,,Surface,1,582,
1,,Surface,1,583,
1,,Surface,1,584,
1,,Surface,1,588,
1,,Surface,1,590,
1,,Surface,1,592,
1,,Surface,1,594,
1,,Surface,1,596,
1,,Surface,1,601,
1,,Surface,1,602,
1,,Surface,1,603,
1,,Surface,1,604,
1,,Surface,1,607,
1,,Surface,1,608,
1,,Surface,1,609,
1,,Surface,1,610,
1,,Surface,1,611,
1,,Surface,1,612,
1,,Surface,1,613,
1,,Surface,1,614,
1,,Surface,1,616,
1,,Surface,1,617,
1,,Surface,1,619,
1,,Surface,1,625,
1,,Surface,1,627,
1,,Surface,1,628,
1,,Surface,1,629,
1,,Surface,1,630,
1,,Surface,1,631,
1,,Surface,1,632,
1,,Surface,1,634,
1,,Surface,1,636,
1,,Surface,1,638,
1,,Surface,1,640,
1,,Surface,1,641,
1,,Surface,1,643,
1,,Surface,1,644,
1,,Surface,1,646,
1,,Surface,1,647,
1,,Surface,1,651,
1,,Surface,1,652,
1,,Surface,1,653,
1,,Surface,1,654,
1,,Surface,1,658,
1,,Surface,1,660,
1,,Surface,1,662,
1,,Surface,1,663,
1,,Surface,1,664,
1,,Surface,1,666,
1,,Surface,1,669,
1,,Surface,1,672,
1,,Surface,1,673,
1,,Surface,1,674,
1,,Surface,1,675,
1,,Surface,1,676,
1,,Surface,1,678,
1,,Surface,1,679,
1,,Surface,1,680,
1,,Surface,1,682,
1,,Surface,1,684,
1,,Surface,1,685,
1,,Surface,1,686,
1,,Surface,1,687,
1,,Surface,1,688,
1,,Surface,1,690,
1,,Surface,1,691,
1,,Surface,1,693,
1,,Surface,1,694,
1,,Surface,1,697,
1,,Surface,1,699,
1,,Surface,1,700,
1,,Surface,1,701,
1,,Surface,1,702,
1,,Surface,1,703,
1,,Surface,1,706,
1,,Surface,1,709,
1,,Surface,1,710,
1,,Surface,1,711,
1,,Surface,1,712,
1,,Surface,1,713,
1,,Surface,1,717,
1,,Surface,1,719,
1,,Surface,1,720,
1,,Surface,1,721,
1,,Surface,1,723,
1,,Surface,1,725,
1,,Surface,1,728,
1,,Surface,1,730,
1,,Surface,1,731,
1,,Surface,1,736,
1,,Surface,1,737,
1,,Surface,1,739,
1,,Surface,1,741,
1,,Surface,1,744,
1,,Surface,1,747,
1,,Surface,1,751,
1,,Surface,1,752,
1,,Surface,1,753,
1,,Surface,1,754,
1,,Surface,1,755,
1,,Surface,1,757,
1,,Surface,1,758,
1,,Surface,1,759,
1,,Surface,1,761,
1,,Surface,1,766,
1,,Surface,1,772,
1,,Surface,1,773,
1,,Surface,1,774,
1,,Surface,1,775,
1,,Surface,1,776,
1,,Surface,1,780,
1,,Surface,1,786,
1,,Surface,1,787,
1,,Surface,1,788,
1,,Surface,1,791,
1,,Surface,1,794,
1,,Surface,1,797,
1,,Surface,1,798,
1,,Surface,1,799,
1,,Surface,1,800,
1,,Surface,1,801,
1,,Surface,1,802,
1,,Surface,1,803,
1,,Surface,1,804,
1,,Surface,1,805,
1,,Surface,1,810,
1,,Surface,1,811,
1,,Surface,1,812,
1,,Surface,1,813,
1,,Surface,1,814,
1,,Surface,1,816,
1,,Surface,1,818,
1,,Surface,1,819,
1,,Surface,1,822,
1,,Surface,1,823,
1,,Surface,1,824,
1,,Surface,1,825,
1,,Surface,1,826,
1,,Surface,1,827,
1,,Surface,1,828,
1,,Surface,1,831,
1,,Surface,1,834,
1,,Surface,1,835,
1,,Surface,1,836,
1,,Surface,1,838,
1,,Surface,1,840,
1,,Surface,1,841,
1,,Surface,1,843,
1,,Surface,1,844,
1,,Surface,1,846,
1,,Surface,1,848,
1,,Surface,1,849,
1,,Surface,1,851,
1,,Surface,1,852,
1,,Surface,1,853,
1,,Surface,1,854,
1,,Surface,1,855,
1,,Surface,1,856,
1,,Surface,1,857,
1,,Surface,1,859,
1,,Surface,1,861,
1,,Surface,1,862,
1,,Surface,1,863,
1,,Surface,1,866,
1,,Surface,1,867,
1,,Surface,1,869,
1,,Surface,1,871,
1,,Surface,1,872,
1,,Surface,1,873,
1,,Surface,1,875,
1,,Surface,1,877,
1,,Surface,1,878,
1,,Surface,1,879,
1,,Surface,1,880,
1,,Surface,1,881,
1,,Surface,1,882,
1,,Surface,1,886,
1,,Surface,1,887,
1,,Surface,1,888,
1,,Surface,1,890,
1,,Surface,1,891,
1,,Surface,1,892,
1,,Surface,1,893,
1,,Surface,1,894,
1,,Surface,1,895,
1,,Surface,1,896,
1,,Surface,1,898,
1,,Surface,1,900,
1,,Surface,1,902,
1,,Surface,1,903,
1,,Surface,1,905,
1,,Surface,1,906,
1,,Surface,1,911,
1,,Surface,1,912,
1,,Surface,1,914,
1,,Surface,1,915,
1,,Surface,1,917,
1,,Surface,1,920,
1,,Surface,1,921,
1,,Surface,1,923,
1,,Surface,1,924,
1,,Surface,1,925,
1,,Surface,1,926,
1,,Surface,1,927,
1,,Surface,1,929,
1,,Surface,1,930,
1,,Surface,1,932,
1,,Surface,1,939,
1,,Surface,1,942,
1,,Surface,1,944,
1,,Surface,1,945,
1,,Surface,1,947,
1,,Surface,1,948,
1,,Surface,1,952,
1,,Surface,1,955,
1,,Surface,1,957,
1,,Surface,1,958,
1,,Surface,1,961,
1,,Surface,1,963,
1,,Surface,1,964,
1,,Surface,1,966,
1,,Surface,1,969,
1,,Surface,1,972,
1,,Surface,1,973,
1,,Surface,1,974,
1,,Surface,1,975,
1,,Surface,1,976,
1,,Surface,1,977,
1,,Surface,1,978,
1,,Surface,1,979,
1,,Surface,1,980,
1,,Surface,1,981,
1,,Surface,1,982,
1,,Surface,1,984,
1,,Surface,1,985,
1,,Surface,1,986,
1,,Surface,1,987,
1,,Surface,1,988,
1,,Surface,1,989,
1,,Surface,1,990,
1,,Surface,1,992,
1,,Surface,1,994,
1,,Surface,1,996,
1,,Surface,1,1000,
1,,Surface,1,1002,
1,,Surface,1,1003,
1,,Surface,1,1004,
1,,Surface,1,1006,
1,,Surface,1,1008,
1,,Surface,1,1009,
1,,Surface,1,1010,
1,,Surface,1,1014,
1,,Surface,1,1017,
1,,Surface,1,1018,
1,,Surface,1,1019,
1,,Surface,1,1020,
1,,Surface,1,1021,
1,,Surface,1,1023,
1,,Surface,1,1024,
1,,Surface,1,1032,
1,,Surface,1,1034,
1,,Surface,1,1035,
1,,Surface,1,1036,
1,,Surface,1,1037,
1,,Surface,1,1038,
1,,Surface,1,1039,
1,,Surface,1,1040,
1,,Surface,1,1041,
1,,Surface,1,1045,
1,,Surface,1,1049,
1,,Surface,1,1052,
1,,Surface,1,1053,
1,,Surface,1,1056,
1,,Surface,1,1057,
1,,Surface,1,1058,
1,,Surface,1,1059,
1,,Surface,1,1060,
1,,Surface,1,1061,
1,,Surface,1,1063,
1,,Surface,1,1064,
1,,Surface,1,1065,
1,,Surface,1,1066,
1,,Surface,1,1067,
1,,Surface,1,1068,
1,,Surface,1,1070,
1,,Surface,1,1071,
1,,Surface,1,1072,
1,,Surface,1,1073,
1,,Surface,1,1074,
1,,Surface,1,1075,
1,,Surface,1,1076,
1,,Surface,1,1077,
1,,Surface,1,1081,
1,,Surface,1,1082,
1,,Surface,1,1083,
1,,Surface,1,1084,
1,,Surface,1,1085,
1,,Surface,1,1086,
1,,Surface,1,1088,
1,,Surface,1,1090,
1,,Surface,1,1091,
1,,Surface,1,1092,
1,,Surface,1,1093,
1,,Surface,1,1095,
1,,Surface,1,1096,
1,,Surface,1,1099,
1,,Surface,1,1100,
1,,Surface,1,1104,
1,,Surface,1,1106,
1,,Surface,1,1108,
1,,Surface,1,1111,
1,,Surface,1,1112,
1,,Surface,1,1113,
1,,Surface,1,1114,
1,,Surface,1,1115,
1,,Surface,1,1116,
1,,Surface,1,1118,
1,,Surface,1,1122,
1,,Surface,1,1125,
1,,Surface,1,1126,
1,,Surface,1,1128,
1,,Surface,1,1132,
1,,Surface,1,1133,
1,,Surface,1,1136,
1,,Surface,1,1138,
1,,Surface,1,1139,
1,,Surface,1,1140,
1,,Surface,1,1141,
1,,Surface,1,1143,
1,,Surface,1,1145,
1,,Surface,1,1150,
1,,Surface,1,1151,
1,,Surface,1,1153,
1,,Surface,1,1154,
1,,Surface,1,1157,
1,,Surface,1,1158,
1,,Surface,1,1159,
1,,Surface,1,1160,
1,,Surface,1,1162,
1,,Surface,1,1163,
1,,Surface,1,1164,
1,,Surface,1,1165,
1,,Surface,1,1167,
1,,Surface,1,1168,
1,,Surface,1,1169,
1,,Surface,1,1171,
1,,Surface,1,1173,
1,,Surface,1,1177,
1,,Surface,1,1178,
1,,Surface,1,1179,
1,,Surface,1,1180,
1,,Surface,1,1181,
1,,Surface,1,1183,
1,,Surface,1,1185,
1,,Surface,1,1190,
1,,Surface,1,1192,
1,,Surface,1,1194,
1,,Surface,1,1195,
1,,Surface,1,1196,
1,,Surface,1,1197,
1,,Surface,1,1198,
1,,Surface,1,1201,
1,,Surface,1,1203,
1,,Surface,1,1205,
1,,Surface,1,1206,
1,,Surface,1,1209,
1,,Surface,1,1212,
1,,Surface,1,1213,
1,,Surface,1,1214,
1,,Surface,1,1215,
1,,Surface,1,1216,
1,,Surface,1,1217,
1,,Surface,1,1218,
1,,Surface,1,1224,
1,,Surface,1,1226,
1,,Surface,1,1232,
1,,Surface,1,1234,
1,,Surface,1,1237,
1,,Surface,1,1238,
1,,Surface,1,1242,
1,,Surface,1,1245,
1,,Surface,1,1247,
1,,Surface,1,1248,
1,,Surface,1,1251,
1,,Surface,1,1252,
1,,Surface,1,1253,
1,,Surface,1,1256,
1,,Surface,1,1257,
1,,Surface,1,1258,
1,,Surface,1,1260,
1,,Surface,1,1262,
1,,Surface,1,1263,
1,,Surface,1,1265,
1,,Surface,1,1266,
1,,Surface,1,1267,
1,,Surface,1,1268,
1,,Surface,1,1269,
1,,Surface,1,1271,
1,,Surface,1,1272,
1,,Surface,1,1273,
1,,Surface,1,1274,
1,,Surface,1,1276,
1,,Surface,1,1277,
1,,Surface,1,1278,
1,,Surface,1,1279,
1,,Surface,1,1281,
1,,Surface,1,1282,
1,,Surface,1,1287,
1,,Surface,1,1290,
1,,Surface,1,1292,
1,,Surface,1,1293,
1,,Surface,1,1295,
1,,Surface,1,1298,
1,,Surface,1,1302,
1,,Surface,1,1308,
1,,Surface,1,1313,
1,,Surface,1,1318,
1,,Surface,1,1320,
1,,Surface,1,1321,
1,,Surface,1,1322,
1,,Surface,1,1323,
1,,Surface,1,1324,
1,,Surface,1,1326,
1,,Surface,1,1327,
1,,Surface,1,1333,
1,,Surface,1,1334,
1,,Surface,1,1335,
1,,Surface,1,1337,
1,,Surface,1,1339,
1,,Surface,1,1340,
1,,Surface,1,1341,
1,,Surface,1,1342,
1,,Surface,1,1345,
1,,Surface,1,1346,
1,,Surface,1,1348,
1,,Surface,1,1350,
1,,Surface,1,1352,
1,,Surface,1,1353,
1,,Surface,1,1354,
1,,Surface,1,1356,
1,,Surface,1,1360,
1,,Surface,1,1362,
1,,Surface,1,1364,
1,,Surface,1,1369,
1,,Surface,1,1370,
1,,Surface,1,1374,
1,,Surface,1,1376,
1,,Surface,1,1378,
1,,Surface,1,1379,
1,,Surface,1,1383,
1,,Surface,1,1386,
1,,Surface,1,1387,
1,,Surface,1,1388,
1,,Surface,1,1389,
1,,Surface,1,1390,
1,,Surface,1,1393,
1,,Surface,1,1394,
1,,Surface,1,1395,
1,,Surface,1,1396,
1,,Surface,1,1401,
1,,Surface,1,1402,
1,,Surface,1,1404,
1,,Surface,1,1405,
1,,Surface,1,1408,
1,,Surface,1,1411,
1,,Surface,1,1412,
1,,Surface,1,1413,
1,,Surface,1,1414,
1,,Surface,1,1415,
1,,Surface,1,1417,
1,,Surface,1,1420,
1,,Surface,1,1421,
1,,Surface,1,1422,
1,,Surface,1,1423,
1,,Surface,1,1424,
1,,Surface,1,1429,
1,,Surface,1,1430,
1,,Surface,1,1432,
1,,Surface,1,1433,
1,,Surface,1,1434,
1,,Surface,1,1436,
1,,Surface,1,1437,
1,,Surface,1,1438,
1,,Surface,1,1439,
1,,Surface,1,1440,
1,,Surface,1,1441,
1,,Surface,1,1442,
1,,Surface,1,1445,
1,,Surface,1,1447,
1,,Surface,1,1448,
1,,Surface,1,1449,
1,,Surface,1,1451,
1,,Surface,1,1452,
1,,Surface,1,1453,
1,,Surface,1,1456,
1,,Surface,1,1462,
1,,Surface,1,1463,
1,,Surface,1,1465,
1,,Surface,1,1467,
1,,Surface,1,1470,
1,,Surface,1,1471,
1,,Surface,1,1472,
1,,Surface,1,1474,
1,,Surface,1,1477,
1,,Surface,1,1479,
1,,Surface,1,1480,
1,,Surface,1,1481,
1,,Surface,1,1483,
1,,Surface,1,1485,
1,,Surface,1,1486,
1,,Surface,1,1487,
1,,Surface,1,1490,
1,,Surface,1,1491,
1,,Surface,1,1493,
1,,Surface,1,1497,
1,,Surface,1,1501,
1,,Surface,1,1503,
1,,Surface,1,1506,
1,,Surface,1,1507,
1,,Surface,1,1509,
1,,Surface,1,1511,
1,,Surface,1,1512,
1,,Surface,1,1514,
1,,Surface,1,1515,
1,,Surface,1,1516,
1,,Surface,1,1517,
1,,Surface,1,1518,
1,,Surface,1,1519,
1,,Surface,1,1520,
1,,Surface,1,1521,
1,,Surface,1,1522,
1,,Surface,1,1523,
1,,Surface,1,1524,
1,,Surface,1,1527,
1,,Surface,1,1528,
1,,Surface,1,1529,
1,,Surface,1,1535,
1,,Surface,1,1537,
1,,Surface,1,1538,
1,,Surface,1,1540,
1,,Surface,1,1541,
1,,Surface,1,1543,
1,,Surface,1,1547,
1,,Surface,1,1548,
1,,Surface,1,1549,
1,,Surface,1,1550,
1,,Surface,1,1551,
1,,Surface,1,1553,
1,,Surface,1,1554,
1,,Surface,1,1555,
1,,Surface,1,1556,
1,,Surface,1,1557,
1,,Surface,1,1558,
1,,Surface,1,1559,
1,,Surface,1,1564,
1,,Surface,1,1566,
1,,Surface,1,1568,
1,,Surface,1,1570,
1,,Surface,1,1571,
1,,Surface,1,1573,
1,,Surface,1,1574,
1,,Surface,1,1575,
1,,Surface,1,1577,
1,,Surface,1,1581,
1,,Surface,1,1582,
1,,Surface,1,1583,
1,,Surface,1,1585,
1,,Surface,1,1586,
1,,Surface,1,1589,
1,,Surface,1,1590,
1,,Surface,1,1591,
1,,Surface,1,1592,
1,,Surface,1,1595,
1,,Surface,1,1596,
1,,Surface,1,1598,
1,,Surface,1,1602,
1,,Surface,1,1603,
1,,Surface,1,1604,
1,,Surface,1,1605,
1,,Surface,1,1606,
1,,Surface,1,1607,
1,,Surface,1,1608,
1,,Surface,1,1609,
1,,Surface,1,1611,
1,,Surface,1,1613,
1,,Surface,1,1617,
1,,Surface,1,1624,
1,,Surface,1,1628,
1,,Surface,1,1630,
1,,Surface,1,1632,
1,,Surface,1,1633,
1,,Surface,1,1634,
1,,Surface,1,1636,
1,,Surface,1,1637,
1,,Surface,1,1638,
1,,Surface,1,1640,
1,,Surface,1,1641,
1,,Surface,1,1642,
1,,Surface,1,1646,
1,,Surface,1,1647,
1,,Surface,1,1649,
1,,Surface,1,1652,
1,,Surface,1,1654,
1,,Surface,1,1656,
1,,Surface,1,1657,
1,,Surface,1,1658,
1,,Surface,1,1659,
1,,Surface,1,1661,
1,,Surface,1,1662,
1,,Surface,1,1663,
1,,Surface,1,1665,
1,,Surface,1,1666,
1,,Surface,1,1667,
1,,Surface,1,1668,
1,,Surface,1,1669,
1,,Surface,1,1670,
1,,Surface,1,1671,
1,,Surface,1,1673,
1,,Surface,1,1675,
1,,Surface,1,1676,
1,,Surface,1,1677,
1,,Surface,1,1678,
1,,Surface,1,1679,
1,,Surface,1,1680,
1,,Surface,1,1681,
1,,Surface,1,1682,
1,,Surface,1,1683,
1,,Surface,1,1684,
1,,Surface,1,1687,
1,,Surface,1,1688,
1,,Surface,1,1689,
1,,Surface,1,1690,
1,,Surface,1,1691,
1,,Surface,1,1696,
1,,Surface,1,1699,
1,,Surface,1,1700,
1,,Surface,1,1701,
1,,Surface,1,1708,
1,,Surface,1,1709,
1,,Surface,1,1713,
1,,Surface,1,1718,
1,,Surface,1,1719,
1,,Surface,1,1721,
1,,Surface,1,1722,
1,,Surface,1,1724,
1,,Surface,1,1726,
1,,Surface,1,1727,
1,,Surface,1,1729,
1,,Surface,1,1731,
1,,Surface,1,1732,
1,,Surface,1,1735,
1,,Surface,1,1737,
1,,Surface,1,1739,
1,,Surface,1,1742,
1,,Surface,1,1744,
1,,Surface,1,1749,
1,,Surface,1,1753,
1,,Surface,1,1754,
1,,Surface,1,1756,
1,,Surface,1,1757,
1,,Surface,1,1759,
1,,Surface,1,1762,
1,,Surface,1,1763,
1,,Surface,1,1765,
1,,Surface,1,1766,
1,,Surface,1,1767,
1,,Surface,1,1768,
1,,Surface,1,1769,
1,,Surface,1,1772,
1,,Surface,1,1782,
1,,Surface,1,1783,
1,,Surface,1,1784,
1,,Surface,1,1785,
1,,Surface,1,1787,
1,,Surface,1,1788,
1,,Surface,1,1789,
1,,Surface,1,1790,
1,,Surface,1,1792,
1,,Surface,1,1793,
1,,Surface,1,1795,
1,,Surface,1,1797,
1,,Surface,1,1798,
1,,Surface,1,1800,
1,,Surface,1,1801,
1,,Surface,1,1802,
1,,Surface,1,1804,
1,,Surface,1,1806,
1,,Surface,1,1809,
1,,Surface,1,1810,
1,,Surface,1,1811,
1,,Surface,1,1813,
1,,Surface,1,1814,
1,,Surface,1,1816,
1,,Surface,1,1818,
1,,Surface,1,1821,
1,,Surface,1,1822,
1,,Surface,1,1824,
1,,Surface,1,1825,
1,,Surface,1,1826,
1,,Surface,1,1829,
1,,Surface,1,1832,
1,,Surface,1,1834,
1,,Surface,1,1835,
1,,Surface,1,1836,
1,,Surface,1,1841,
1,,Surface,1,1842,
1,,Surface,1,1845,
1,,Surface,1,1846,
1,,Surface,1,1847,
1,,Surface,1,1848,
1,,Surface,1,1849,
1,,Surface,1,1850,
1,,Surface,1,1855,
1,,Surface,1,1856,
1,,Surface,1,1858,
1,,Surface,1,1859,
1,,Surface,1,1861,
1,,Surface,1,1862,
1,,Surface,1,1865,
1,,Surface,1,1869,
1,,Surface,1,1871,
1,,Surface,1,1873,
1,,Surface,1,1874,
1,,Surface,1,1875,
1,,Surface,1,1877,
1,,Surface,1,1881,
1,,Surface,1,1882,
1,,Surface,1,1885,
1,,Surface,1,1886,
1,,Surface,1,1889,
1,,Surface,1,1890,
1,,Surface,1,1892,
1,,Surface,1,1895,
1,,Surface,1,1899,
1,,Surface,1,1906,
1,,Surface,1,1909,
1,,Surface,1,1911,
1,,Surface,1,1916,
1,,Surface,1,1917,
1,,Surface,1,1920,
1,,Surface,1,1921,
1,,Surface,1,1922,
1,,Surface,1,1923,
1,,Surface,1,1926,
1,,Surface,1,1927,
1,,Surface,1,1931,
1,,Surface,1,1934,
1,,Surface,1,1935,
1,,Surface,1,1938,
1,,Surface,1,1940,
1,,Surface,1,1942,
1,,Surface,1,1945,
1,,Surface,1,1952,
1,,Surface,1,1953,
1,,Surface,1,1957,
1,,Surface,1,1962,
1,,Surface,1,1963,
1,,Surface,1,1964,
1,,Surface,1,1966,
1,,Surface,1,1968,
1,,Surface,1,1970,
1,,Surface,1,1974,
1,,Surface,1,1976,
1,,Surface,1,1977,
1,,Surface,1,1979,
1,,Surface,1,1981,
1,,Surface,1,1982,
1,,Surface,1,1983,
1,,Surface,1,1985,
1,,Surface,1,1987,
1,,Surface,1,1989,
1,,Surface,1,1991,
1,,Surface,1,1992,
1,,Surface,1,1993,
1,,Surface,1,1994,
1,,Surface,1,1995,
1,,Surface,1,1998,
1,,Surface,1,2001,
1,,Surface,1,2002,
1,,Surface,1,2003,
1,,Surface,1,2004,
1,,Surface,1,2005,
1,,Surface,1,2006,
1,,Surface,1,2007,
1,,Surface,1,2008,
1,,Surface,1,2012,
1,,Surface,1,2019,
1,,Surface,1,2020,
1,,Surface,1,2021,
1,,Surface,1,2023,
1,,Surface,1,2025,
1,,Surface,1,2027,
1,,Surface,1,2032,
1,,Surface,1,2033,
1,,Surface,1,2034,
1,,Surface,1,2039,
1,,Surface,1,2040,
1,,Surface,1,2041,
1,,Surface,1,2042,
1,,Surface,1,2043,
1,,Surface,1,2044,
1,,Surface,1,2049,
1,,Surface,1,2050,
1,,Surface,1,2051,
1,,Surface,1,2053,
1,,Surface,1,2056,
1,,Surface,1,2058,
1,,Surface,1,2059,
1,,Surface,1,2062,
1,,Surface,1,2063,
1,,Surface,1,2066,
1,,Surface,1,2069,
1,,Surface,1,2070,
1,,Surface,1,2071,
1,,Surface,1,2077,
1,,Surface,1,2079,
1,,Surface,1,2080,
1,,Surface,1,2082,
1,,Surface,1,2083,
1,,Surface,1,2084,
1,,Surface,1,2087,
1,,Surface,1,2088,
1,,Surface,1,2090,
1,,Surface,1,2092,
1,,Surface,1,2096,
1,,Surface,1,2097,
1,,Surface,1,2099,
1,,Surface,1,2102,
1,,Surface,1,2107,
